signal_power_db,peak_power_db,papr_db,amplitude_mean,amplitude_std,amplitude_skewness,amplitude_kurtosis,phase_variance,phase_range,inst_freq_mean,inst_freq_std,freq_deviation,constellation_radius_std,iq_power_ratio_db,iq_correlation,spectral_centroid,spectral_bandwidth,spectral_rolloff,occupied_bandwidth,c20,c21,c40,c42,autocorr_peak_ratio,frame_index,modulation,snr_db
-0.034389146,6.5830965,6.6174855,0.92154074,0.37798882,0.0045167505741119385,-0.50706506,3.1545622,6.2638507,3.3892198,21261.441,98901.51,0.37948832,-0.1756295,-0.18606272562032802,29055.86250937,30713.23255738908,91015.62499999999,96093.74999999999,(-0.024303609505295753-0.1861981600522995j),0.9921129,(0.14209845662117004-0.07112924754619598j),-0.5028322,0.85806364,905206,16APSK,4
0.036627516,10.280618,10.24399,0.8905916,0.4640215,0.7430283427238464,0.8825655,3.0202231,6.2695017,-1538.7389,46488.28,99973.84,0.4620689,-0.23939142,-0.02643482357878037,44284.82470907939,30905.601912597092,94531.24999999999,99218.74999999999,(-0.024636628106236458-0.020594611763954163j),1.0084695,(-0.1586255580186844+0.09276726841926575j),0.063169956,0.33477446,892149,16APSK,-2
-0.013643121,5.2694707,5.283114,0.9280064,0.3683309,-0.3110808730125427,-0.6711533,3.5885537,6.269955,-792.5807,10981.798,96614.266,0.36890993,-0.5944796,-0.10066543253586213,7616.404508192742,9576.281816420438,13085.937499999998,12890.624999999998,(-0.058296218514442444-0.10355746001005173j),0.9968635,(-0.053865693509578705+0.10008876025676727j),-0.57375836,0.97960114,937095,16APSK,20
0.1537945,4.676718,4.522924,0.959867,0.33867756,-0.4078526198863983,-0.5528219,3.1391463,6.2604084,-555.32184,9747.904,81694.3,0.3327336,-1.1596601,-0.014449747079034733,8553.68462303373,11988.824308286405,20898.437499999996,12890.624999999998,(-0.13822969794273376-0.01747603714466095j),1.036047,(0.05325343459844589-0.02641216292977333j),-0.71187615,0.98006904,935521,16APSK,20
0.082280576,5.0763793,4.9940987,0.9528936,0.33334684,-0.36583784222602844,-0.43041205,3.4306374,6.2459826,347.54483,10018.456,98809.234,0.330204,0.38085747,0.015209330031172906,9740.863720666863,14251.222320242567,36328.12499999999,13085.937499999998,(0.04482833296060562+0.015476152300834656j),1.0191264,(-0.11783531308174133+0.11167961359024048j),-0.6695477,0.97991633,938597,16APSK,22
-0.059708934,6.3634157,6.423125,0.90594953,0.40694097,0.14976772665977478,-0.43984056,3.6453412,6.267591,1798.507,29632.861,99771.6,0.40974805,0.6123858,0.03644991220269521,34086.259790943004,31373.874316505775,91992.18749999999,97656.24999999999,(0.07565316557884216+0.03381319344043732j),0.9863456,(-0.05550949648022652+0.0777197852730751j),-0.3567202,0.7197482,901051,16APSK,2
0.0134641435,5.742653,5.729189,0.9328525,0.36454245,-0.2160913646221161,-0.62921834,3.4647942,6.278734,-299.07013,12241.926,97915.305,0.36397782,-0.2000382,0.1259388671865635,10894.209366110914,16359.104967111707,49804.68749999999,13671.874999999998,(-0.020511554554104805+0.12674672901630402j),1.003105,(0.0010420940816402435-0.084894560277462j),-0.5749841,0.97802615,933181,16APSK,18
0.12936372,8.848406,8.719042,0.9093418,0.45092422,0.5166223049163818,0.18455124,3.2587867,6.279068,-1974.4523,57596.867,99518.3,0.44425815,-0.083816305,-0.0023169087996908933,48421.35370231393,29088.943648082553,93945.31249999999,99023.43749999999,(-0.010512824170291424-0.0017501171678304672j),1.0302352,(0.017955997958779335-0.011488527990877628j),-0.12634027,0.08630584,874482,16APSK,-10
0.1532338,4.881911,4.728677,0.95656514,0.34770167,-0.35939186811447144,-0.64028907,3.4597218,6.260445,-1096.9423,10415.285,90660.34,0.34162146,-0.1976459,-0.008787942565571269,11398.775458231332,16414.06473166423,49609.37499999999,15820.312499999998,(-0.02251318097114563-0.01163636427372694j),1.0359132,(0.08077461272478104+0.21172264218330383j),-0.6692004,0.9797576,946545,16APSK,26
0.0073655564,5.186786,5.1794205,0.93102384,0.3672763,-0.18284016847610474,-0.7510853,3.4923072,6.2565365,-644.6092,11117.476,92025.07,0.36696503,1.4893562,0.10896614604170987,10004.737216143996,14161.35683505635,36132.81249999999,13867.187499999998,(0.15398603677749634+0.1140386313199997j),1.0016974,(-0.06917306780815125-0.23132744431495667j),-0.5834235,0.97806066,947807,16APSK,26
0.14210764,5.7988024,5.656695,0.9459051,0.3721911,-0.119363933801651,-0.53047514,3.5102017,6.2815037,-671.78204,16573.564,98645.48,0.36615133,0.21026537,-0.046696607549989,23998.404337933203,28572.69973659106,86718.74999999999,88085.93749999999,(0.02536821737885475-0.049718715250492096j),1.0332627,(-0.1956893503665924-0.0478486530482769j),-0.57005525,0.93141305,908192,16APSK,6
0.32311556,5.559889,5.2367735,0.9667792,0.377592,-0.26640161871910095,-0.7157147,3.1840367,6.268034,-1360.3602,11734.769,93648.91,0.36380357,0.14513195,-0.04781399271660871,8078.002038273465,10333.516147189013,14843.749999999998,13085.937499999998,(0.014514230191707611-0.05016748607158661j),1.0772377,(0.1708109974861145+0.1812465935945511j),-0.6594832,0.97811294,953214,16APSK,28
-0.079971865,7.6655984,7.74557,0.8793063,0.45669982,0.5346397757530212,-0.17244363,3.3630989,6.272066,-1387.3524,47918.242,99818.14,0.46092412,0.06433748,-0.06669014903353296,43724.58725981936,30950.83757650362,93359.37499999999,98828.12499999999,(0.007992381229996681-0.06502921879291534j),0.9817543,(-0.03619976341724396+0.16951481997966766j),-0.064442396,0.3373058,890343,16APSK,-2
-0.019233348,8.650467,8.669701,0.8966641,0.43769246,0.6150044798851013,0.43985653,2.975222,6.274707,2212.495,39933.71,99873.945,0.43866277,-0.18050072,-0.007815833175232987,40651.394046532405,31366.96975854805,93749.99999999999,98437.49999999999,(-0.02137061394751072-0.01766897551715374j),0.99558115,(0.03174086660146713-0.04502231627702713j),-0.10133779,0.51232046,895638,16APSK,0
-0.037250265,5.545946,5.583196,0.9263047,0.3652657,-0.12385016679763794,-0.62704873,3.1698403,6.2816076,140.68561,12285.635,96349.3,0.36683556,-0.07195946,-0.08599111701181383,15976.01246265446,23274.57532433157,78124.99999999999,48437.49999999999,(-0.009729642421007156-0.08857470750808716j),0.9914595,(0.05267629772424698+0.056651100516319275j),-0.5309404,0.9704753,914262,16APSK,10
0.20750129,9.289,9.081498,0.90881884,0.4722152,0.6111413240432739,0.29586697,3.2198043,6.2808695,2749.0444,57430.6,99678.5,0.46106794,0.31221825,-0.00996242577581653,49183.1235913529,28824.826809899918,94726.56249999999,98632.81249999999,(0.03656057268381119-0.012118485756218433j),1.0489388,(-0.008929681032896042+0.1720844805240631j),-0.016954184,0.050927937,860787,16APSK,-16
-0.026780933,7.8423223,7.8691034,0.88610864,0.45679742,0.6339483261108398,0.14176846,3.2798257,6.2795954,-1154.7504,57151.64,99911.16,0.458208,0.6252908,0.0028635549761689143,49371.467922187,29352.03029752049,95117.18749999999,98632.81249999999,(0.07118301093578339+0.003105255775153637j),0.99385244,(0.030749477446079254+0.07629167288541794j),-0.030026913,0.06282298,869569,16APSK,-12
0.17326035,4.8736115,4.700351,0.96050143,0.3437122,-0.30867820978164673,-0.6297834,3.4212058,6.2681236,287.45508,11871.437,93466.984,0.33692402,0.21272156,-0.09582038536800347,18548.20707706445,25386.843727673655,81835.93749999999,71679.68749999999,(0.013193458318710327-0.11154873669147491j),1.0407012,(0.05722438544034958-0.034870695322752j),-0.6887491,0.9621039,911244,16APSK,8
0.22338524,5.619894,5.3965087,0.95786256,0.36780626,-0.12744994461536407,-0.47365856,3.6738048,6.2819853,-210.01051,19405.285,99154.92,0.35846752,-0.4776239,0.05162715983235413,29877.11100282105,31071.12682321625,91406.24999999999,97265.62499999999,(-0.04781201481819153+0.043450977653265j),1.0527822,(0.04904656857252121+0.026086313650012016j),-0.6124047,0.86786234,902215,16APSK,4
0.15427369,9.426317,9.272043,0.8982328,0.4788937,0.7147133350372314,0.71834326,3.5305543,6.2757473,1193.849,53312.414,99968.2,0.47046295,0.104187734,-0.0011044328528676992,47374.74788346964,29658.72492614564,94921.87499999999,99609.37499999999,(0.01659098081290722+0.003219973761588335j),1.0361613,(0.07247914373874664-0.15051940083503723j),0.09123516,0.12953347,887975,16APSK,-4
0.078039736,5.2237062,5.1456666,0.9425606,0.3601544,-0.1698153167963028,-0.7332289,3.3341267,6.279131,658.9403,9722.791,89444.53,0.35693303,0.6489808,0.019651883514476304,11350.9344374707,16253.180685496778,49023.43749999999,14843.749999999998,(0.07327188551425934+0.018932029604911804j),1.0181317,(-0.008487625047564507-0.061637263745069504j),-0.58996356,0.97946596,926351,16APSK,16
0.23497832,5.0623503,4.827372,0.96176887,0.3613819,-0.28989872336387634,-0.74795485,3.2021916,6.272539,191.4842,12078.566,90773.45,0.35173658,1.1728361,-0.07936880993596956,18397.373075833515,25509.868849363032,83203.12499999999,72656.24999999999,(0.1303400695323944-0.08583405613899231j),1.0555962,(-0.11062800139188766+0.1493721604347229j),-0.68671215,0.9618896,911606,16APSK,8
0.19384561,4.9552402,4.7613945,0.95479727,0.36607078,-0.3742883503437042,-0.65239644,3.03756,6.2820473,-344.6833,10867.521,78011.4,0.3579915,-0.040257752,0.06885565398506792,11074.985775964646,16295.699266297686,48828.12499999999,14062.499999999998,(-0.0038980012759566307+0.08163080364465714j),1.0456457,(0.17348822951316833+0.16520215570926666j),-0.65731215,0.9771868,926937,16APSK,16
-0.078966334,4.997365,5.076331,0.923597,0.3590963,-0.2262188345193863,-0.5622878,2.910591,6.271379,-39.015274,11726.295,91417.266,0.36237583,-0.33894753,0.16376351573236725,8917.376970889061,13313.20094927819,27929.687499999996,13671.874999999998,(-0.03748256340622902+0.14826616644859314j),0.98198164,(-0.10095682740211487+0.12419505417346954j),-0.5624745,0.979655,932359,16APSK,18
-0.06875058,9.261787,9.330538,0.88217413,0.4539416,0.6653355360031128,0.5058327,3.3524437,6.270212,751.6561,57761.64,99757.1,0.45754892,0.05408551,-0.029888040507655273,49486.70471619599,28741.291946704005,95312.49999999999,99218.74999999999,(0.006434846669435501-0.029101915657520294j),0.98429424,(0.0304865762591362-0.02323281578719616j),-0.0022509098,0.08118129,875299,16APSK,-10
0.024841474,7.7903843,7.765543,0.89692044,0.4486313,0.45380526781082153,-0.12089491,3.2255478,6.2605066,504.43396,56298.1,99643.71,0.44735,-0.29437047,-0.021155471070202422,48409.110245785894,29435.780807330815,95117.18749999999,99218.74999999999,(-0.03631497919559479-0.02055194601416588j),1.0057364,(0.13477729260921478-0.07198243588209152j),-0.14245343,0.094788745,883087,16APSK,-6
-0.10034065,7.6604505,7.7607913,0.87552583,0.45892823,0.5827479958534241,-0.06313944,3.3440084,6.26054,1621.0154,56729.973,99990.15,0.46426055,-0.26172388,-0.003089719279285206,48801.63526645728,29109.459041484137,94335.93749999999,99023.43749999999,(-0.02965347096323967-0.004184015095233917j),0.9771606,(-0.0359286405146122+0.1542542427778244j),-0.026776433,0.055699218,856628,16APSK,-18
0.19853929,5.4849315,5.286392,0.9536413,0.3706005,-0.1948133260011673,-0.6631639,3.697729,6.267566,410.70462,13237.185,94557.87,0.36222553,-0.7269263,0.03624913040945872,18831.085425377223,25356.196961602378,82421.87499999999,73632.81249999999,(-0.07352322340011597+0.034996647387742996j),1.0467764,(-0.0025444868952035904-0.07708295434713364j),-0.61535645,0.95939404,912905,16APSK,8
-0.02757958,9.030666,9.058246,0.88581944,0.4571583,0.754851222038269,0.729542,3.2526712,6.2531667,-1420.9836,59469.38,99900.54,0.45861217,0.12054904,-0.004329422370322418,50613.257707617566,29074.674412028802,94921.87499999999,99218.74999999999,(0.013096064329147339-0.0037151798605918884j),0.9936697,(-0.05572952330112457+0.06468033790588379j),0.043171406,0.04573747,870376,16APSK,-12
-0.024377804,4.669971,4.694349,0.93098974,0.3572963,-0.2829427421092987,-0.82517195,3.69974,6.2749825,-423.88315,10743.592,92468.92,0.3583005,0.101997584,0.0593573888178351,8510.258571468696,11557.774545878552,21679.687499999996,13671.874999999998,(0.0291079580783844+0.06259606033563614j),0.9944025,(-0.07978550344705582-0.0262458436191082j),-0.57992077,0.98049486,958222,16APSK,30
0.06649163,5.0745687,5.008077,0.94275594,0.3558643,-0.24059736728668213,-0.6971617,2.9801178,6.274556,118.770515,9648.183,95901.805,0.35315052,-0.27146295,-0.14626067844929014,9052.715174695157,13805.975268194885,31445.312499999996,13085.937499999998,(-0.019345957785844803-0.14280593395233154j),1.0154281,(-0.0464053601026535+0.035370633006095886j),-0.62163365,0.9822555,957327,16APSK,30
0.114270814,4.2331796,4.118909,0.95639133,0.3346291,-0.46940159797668457,-0.43224955,3.3764536,6.2811103,385.0245,9677.116,85037.1,0.33025557,-0.4602188,0.044451492486064934,7528.616781617771,10456.241960223979,13476.562499999998,12499.999999999998,(-0.05349784344434738+0.04427168145775795j),1.026661,(-0.07138282060623169-0.007565164007246494j),-0.6967912,0.98067856,937561,16APSK,20
-0.10130529,6.3742356,6.475541,0.9181464,0.365993,-0.07517428696155548,-0.53693795,3.3953001,6.27592,220.92616,16890.395,97420.39,0.37028664,1.1354268,-0.04600768100253141,23878.968832669987,28677.49432718476,88476.56249999999,89648.43749999999,(0.12640085816383362-0.04335048794746399j),0.97694355,(-0.20105873048305511+0.08007541298866272j),-0.5078802,0.9259593,909007,16APSK,6
-0.008920918,8.958642,8.967563,0.8903408,0.45303568,0.5584754347801208,0.1628468,3.4172516,6.275005,16.289284,58811.727,99994.21,0.4535012,0.16672513,-0.0029844128113394475,51278.065090854514,29188.270981642007,95507.81249999999,99218.74999999999,(0.02116815187036991-0.005177818238735199j),0.997948,(0.1532917469739914+0.07874210923910141j),-0.06954837,0.04168003,863538,16APSK,-16
-0.17444313,8.6224375,8.796881,0.86546123,0.46000642,0.6675993800163269,0.41415143,3.2281609,6.2770243,3635.4358,52162.586,99928.52,0.46933836,-0.045273904,0.012494943578663492,46269.973676776746,29753.731472344545,93749.99999999999,98632.81249999999,(-0.004899561405181885+0.01093924418091774j),0.960629,(0.04740380495786667+0.02998228371143341j),0.044103026,0.17730455,888615,16APSK,-4
-0.2387164,5.1912255,5.429942,0.91328645,0.33529788,-0.2796771228313446,-0.62869596,3.1724498,6.2710743,-1047.1693,10416.737,92979.64,0.3446408,0.030874979,-0.04256555124792329,11623.248648393645,16820.273247245175,52148.43749999999,14257.812499999998,(-0.0015552546828985214-0.03984331712126732j),0.9465169,(0.006117787212133408+0.10181918740272522j),-0.5435754,0.9787235,954835,16APSK,30
0.16339722,5.3278055,5.164408,0.96053576,0.34016365,-0.18821728229522705,-0.39202332,3.5302415,6.2765408,82.941284,10378.669,93569.19,0.33382437,0.33553714,0.0002446221576610904,9746.955200031196,13915.481746717653,34570.31249999999,13281.249999999998,(0.041148360818624496+0.003652825951576233j),1.0383403,(0.008491555228829384-0.023705435916781425j),-0.6597575,0.97766614,940904,16APSK,22
-0.046684004,7.8849735,7.9316573,0.9060788,0.4102796,0.3229694068431854,-0.17546344,3.5246403,6.2692394,-1115.5497,30567.684,99407.16,0.41249067,-0.89904475,-0.03793380139511454,35727.28144301904,31594.5703915504,92773.43749999999,98046.87499999999,(-0.09783326089382172-0.036000125110149384j),0.9893082,(-0.0674070417881012+0.03432883322238922j),-0.30428076,0.70426035,898692,16APSK,2
0.017839126,9.528902,9.511063,0.8897252,0.46098265,0.5511696338653564,0.09353137,3.1627703,6.271829,1710.3256,58216.645,99960.94,0.4600369,-0.53783524,0.024102723636550596,50020.63174482746,28250.42269368966,94335.93749999999,97656.24999999999,(-0.0619448646903038+0.02372845821082592j),1.004116,(-0.11119143664836884+0.11825789511203766j),-0.053067207,0.045726657,853085,16APSK,-20
-0.1939111,4.439986,4.6338973,0.9137729,0.34835556,-0.3817623257637024,-0.75807786,3.4521253,6.272523,1576.7153,10646.021,84663.4,0.35622004,-0.32949454,-0.008415857502169045,7330.340284710814,9862.014988446008,13671.874999999998,13085.937499999998,(-0.04557069391012192-0.004254750907421112j),0.95633245,(0.22308988869190216+0.01877591945230961j),-0.5520601,0.98134524,934025,16APSK,20
0.06724819,8.402356,8.335108,0.88877046,0.47507066,0.5692168474197388,-0.12797713,3.2789738,6.26497,1042.4888,55439.16,99870.234,0.47140676,-0.21615449,-0.030154370881145247,48260.27691436445,29419.615112406933,94140.62499999999,98632.81249999999,(-0.025347448885440826-0.030536403879523277j),1.015605,(0.10335054248571396-0.014253154397010803j),-0.00759387,0.09486558,882604,16APSK,-6
-0.05384047,5.159803,5.2136436,0.93200535,0.34502944,-0.15682072937488556,-0.6300795,3.2134,6.278028,-329.79147,9893.065,79684.34,0.3471748,-0.43744308,-0.0030366966083555003,10552.730638378907,15802.374291133827,46484.37499999999,14257.812499999998,(-0.05129508301615715-0.001957964152097702j),0.9876793,(0.016970235854387283-0.1796530932188034j),-0.5691172,0.97829187,929354,16APSK,16
-0.28901604,6.3426437,6.63166,0.8736331,0.4151902,0.35067018866539,-0.47672486,3.0619597,6.2634683,-886.29315,40324.805,99875.09,0.42923775,0.111055374,0.0011068012983792455,40370.13190087042,31462.289050983753,93554.68749999999,98632.81249999999,(0.011731863021850586-0.002873621881008148j),0.9356176,(0.06938280910253525+0.04083924740552902j),-0.21628034,0.4996059,893521,16APSK,0
0.064314015,8.556403,8.492089,0.89532423,0.4618589,0.585810661315918,0.021754026,3.2539759,6.2638464,-2783.496,57630.08,99942.36,0.45845175,-0.3345846,-0.02713324779110575,49654.9165521373,29459.880924640504,95312.49999999999,98632.81249999999,(-0.03867980092763901-0.027235671877861023j),1.014919,(0.12857085466384888+0.21963760256767273j),-0.049636602,0.058655057,861153,16APSK,-16
0.0026462928,4.338824,4.3361773,0.93542135,0.35439587,-0.3070160150527954,-0.71163917,3.7042937,6.2797613,110.13654,11004.624,92487.7,0.35428792,0.6693883,-0.05996490637794504,11137.403132768135,16596.384087252427,50585.93749999999,13867.187499999998,(0.08361345529556274-0.060998473316431046j),1.0006095,(0.22658959031105042-0.12668964266777039j),-0.6031462,0.97884053,931942,16APSK,18
0.106547534,7.9796352,7.873088,0.9077657,0.44810534,0.5426422357559204,0.09393859,3.413073,6.266493,944.3305,38437.062,98958.1,0.44264212,-0.59259635,0.031249428967915945,39934.367290854854,31586.863571739097,94335.93749999999,98242.18749999999,(-0.0697721540927887+0.03334542363882065j),1.0248369,(-0.07026632130146027+0.10533200949430466j),-0.13268924,0.53248763,894206,16APSK,0
-0.27370685,4.444122,4.7178288,0.9001609,0.35865283,-0.23114687204360962,-0.8214619,3.326702,6.266309,17.962305,11030.168,85783.5,0.37013453,-0.27997,-0.09703396798048528,8421.633562597674,10940.433637300399,19335.937499999996,13281.249999999998,(-0.030131980776786804-0.0913340300321579j),0.9389216,(-0.013396181166172028+0.03571280092000961j),-0.49280345,0.9787825,955573,16APSK,30
0.040513024,8.957718,8.917205,0.8894711,0.46713305,0.47954079508781433,-0.16555476,3.2181234,6.272753,-1127.9434,56678.383,99960.16,0.4649593,-0.029716536,0.06234135103719699,48689.30089630769,28359.944928421275,94335.93749999999,98437.49999999999,(-0.003467204049229622+0.06289369612932205j),1.0093721,(0.022199122235178947-0.1464434713125229j),-0.070967436,0.052396268,866934,16APSK,-14
-0.14830531,5.2833133,5.4316187,0.91524464,0.3588246,-0.23033684492111206,-0.8538511,3.2820425,6.2617316,-1573.5867,11777.777,97979.03,0.36500388,0.4068091,-0.06354282981075171,15838.24361197002,23256.312390082196,76562.49999999999,52734.37499999999,(0.01569443568587303-0.06867311894893646j),0.9664279,(0.1855132132768631-0.027682552114129066j),-0.5274849,0.9698925,914842,16APSK,10
0.16493963,8.043675,7.878736,0.90804094,0.46278587,0.519172728061676,-0.23050046,3.133647,6.270135,95.77786,52916.79,99964.28,0.45408076,0.1921921,-0.02297620690913055,45648.23283436134,30060.953502467597,94140.62499999999,98632.81249999999,(0.025222759693861008-0.023596730083227158j),1.0387092,(0.1346362978219986-0.13575972616672516j),-0.1056726,0.18847112,887532,16APSK,-4
-0.08112848,4.953692,5.0348206,0.9218011,0.36300907,-0.14243902266025543,-0.84351563,3.4906292,6.272571,-525.3566,10723.997,95736.51,0.36641556,-0.30586067,0.05791993204504435,10565.46434139435,15641.747556191596,45117.18749999999,13671.874999999998,(-0.031391821801662445+0.0549047589302063j),0.9814929,(-0.11327369511127472+0.1393439918756485j),-0.5244813,0.9795298,949724,16APSK,26
-0.078171894,8.358855,8.437027,0.8906895,0.43454975,0.5625199675559998,0.27174854,3.1716285,6.2741213,2040.705,48953.496,99257.45,0.43847826,0.2780984,-0.0321340243723793,44989.40355668473,31155.899287067292,95117.18749999999,99023.43749999999,(0.029765047132968903-0.0313023179769516j),0.9821613,(-0.18078677356243134+0.06692823767662048j),-0.121819735,0.27172643,890115,16APSK,-2
0.06152639,5.194864,5.1333375,0.94932413,0.33623126,-0.2540421783924103,-0.33953476,3.4469094,6.2743015,-1290.3827,11163.564,98572.1,0.33385798,0.044305384,-0.03683331379636104,12720.94256125752,18432.064956125036,59960.93749999999,17187.499999999996,(-0.005431476980447769-0.027348976582288742j),1.0142678,(0.1288907825946808+0.00869731791317463j),-0.6374283,0.97602785,955549,16APSK,30
0.016318364,5.618985,5.602667,0.9380161,0.35198057,-0.23787985742092133,-0.67718697,3.421645,6.2627926,80.90723,12356.082,88991.53,0.3513199,1.333224,0.16262945816474755,19620.86007045593,25904.32684539629,83203.12499999999,76171.87499999999,(0.15266099572181702+0.16086629033088684j),1.0037645,(-0.18368393182754517-0.19461843371391296j),-0.63931227,0.95847404,912406,16APSK,8
-0.19891018,4.8703704,5.0692806,0.91423744,0.3455461,-0.35511770844459534,-0.7202554,3.6151066,6.2593303,-632.96576,10584.001,94535.16,0.35355052,0.30828926,-0.12083586036906911,8701.773529891983,12564.027792699895,26562.499999999996,13085.937499999998,(0.041178930550813675-0.1165488213300705j),0.95523226,(0.04713663458824158-0.05519159883260727j),-0.56388426,0.9799672,954916,16APSK,30
-0.14753263,4.5553203,4.7028527,0.92383826,0.3363372,-0.17496748268604279,-0.8207345,3.431745,6.278346,136.03787,9038.792,91203.29,0.3420988,-1.0653241,0.10623586968807877,9443.344097808022,13664.222734878198,32812.49999999999,13671.874999999998,(-0.1146882176399231+0.10740012675523758j),0.9665999,(-0.267051637172699-0.028717204928398132j),-0.58232224,0.9809348,955995,16APSK,30
-0.18962078,5.7355947,5.9252157,0.9062574,0.36874816,-0.023866545408964157,-0.63021827,3.592156,6.272565,405.27472,16580.143,96857.84,0.37688679,-0.024414249,-0.009099857801536071,24655.352621829647,28609.217221400468,87109.37499999999,88281.24999999999,(-0.003968268632888794+0.0026539117097854614j),0.95727766,(0.036141518503427505+0.09836868196725845j),-0.44870794,0.9284369,909271,16APSK,6
-0.17740425,7.5352836,7.712688,0.90126336,0.38431582,0.07429981976747513,-0.49297595,2.7390838,6.256719,-1047.5585,21904.545,96670.67,0.39224598,-0.48570794,0.030821788541591743,30891.122428643055,30675.1281252667,90624.99999999999,94921.87499999999,(-0.043728820979595184+0.038069307804107666j),0.9599742,(-0.1473076045513153-0.09149309247732162j),-0.39694405,0.85690814,904857,16APSK,4
0.06176578,7.8142695,7.752504,0.8984523,0.45509037,0.5899996757507324,0.0962491,3.3584285,6.267995,-1200.9281,56730.688,99957.72,0.45186567,-0.11720281,-0.037526817026033006,48593.01349004635,28847.297563991284,94726.56249999999,99609.37499999999,(-0.016703153029084206-0.036601945757865906j),1.0143237,(-0.09904193878173828-0.033630140125751495j),-0.07198632,0.05243531,877272,16APSK,-8
0.029017825,7.0013056,6.9722877,0.9129069,0.41629925,0.2471608817577362,-0.43142056,3.1173236,6.280947,-236.29268,29949.088,99510.35,0.41491076,0.997671,-0.034541467789367016,35251.40528724853,31230.885392942633,91601.56249999999,97460.93749999999,(0.09661993384361267-0.04240666329860687j),1.006704,(0.057500630617141724-0.03593093901872635j),-0.3346305,0.7257227,899353,16APSK,2
-0.044240557,8.414982,8.459223,0.8850775,0.45442572,0.6396422982215881,0.30740118,3.1782303,6.2692184,-3186.3213,59123.625,99929.734,0.45674622,-0.04087361,0.03650644650605821,49824.85122423058,28880.180856215964,94335.93749999999,99414.06249999999,(-0.004628423601388931+0.035692643374204636j),0.98986495,(0.05227237567305565+0.06236392259597778j),-0.023162842,0.04044076,873233,16APSK,-10
0.18253624,5.126655,4.944119,0.95858586,0.35219225,-0.24600057303905487,-0.5512452,3.301095,6.274996,-468.70724,10169.087,68269.42,0.34486806,0.0036339045,-0.010068222884966406,12366.74592949269,17429.512031648148,55664.06249999999,16796.874999999996,(-0.00019968301057815552-0.010475650429725647j),1.0429263,(0.12062894552946091+0.13788148760795593j),-0.65080893,0.9771232,928453,16APSK,16
-0.07119392,4.953541,5.0247345,0.9278592,0.35045403,-0.22783420979976654,-0.6675117,3.1016,6.268223,-474.4369,10697.525,92655.06,0.35333833,-0.597995,-0.03772870402952259,11510.24214045147,17125.723812199718,54101.56249999999,13476.562499999998,(-0.06520119309425354-0.037333954125642776j),0.9837406,(0.00837358832359314-0.07419908046722412j),-0.5667397,0.9795969,938723,16APSK,22
-0.020210572,8.59435,8.61456,0.88130164,0.46761584,0.6752556562423706,0.25835633,3.2456145,6.273015,-494.36804,58474.805,99790.766,0.46870515,0.065873645,-0.01955537213639224,49173.691734115906,29300.841520902228,94726.56249999999,99414.06249999999,(0.007091783452779055-0.01753832958638668j),0.99535716,(0.13229896128177643+0.16626079380512238j),0.039628267,0.060338892,870309,16APSK,-12
0.15500413,5.1807647,5.0257607,0.95671463,0.34789738,-0.4094836115837097,-0.49070764,2.7007833,6.2748203,471.0221,9854.744,92864.06,0.34174404,-0.7229893,0.08073387447847255,9932.846821575675,15647.490303696595,44140.62499999999,13476.562499999998,(-0.08263017237186432+0.05534699559211731j),1.0363356,(-0.0363709032535553-0.035186901688575745j),-0.68463016,0.9818245,927797,16APSK,16
0.13162953,9.206644,9.075014,0.899236,0.47132513,0.6082211136817932,0.2642386,3.1760135,6.282366,969.8268,57249.65,99930.03,0.4642363,0.23636165,0.04491776504800131,49746.31442593643,29914.973270604645,95898.43749999999,99218.74999999999,(0.02637149766087532+0.04838903248310089j),1.0307728,(0.06989870220422745+0.015672463923692703j),-0.006190777,0.050770685,855625,16APSK,-20
0.073060706,8.076704,8.003643,0.8944086,0.4658309,0.5131533741950989,-0.25399613,3.1675959,6.273088,-1521.0088,56417.867,99861.13,0.461929,-0.27554256,-0.04879370519851687,48360.09792901278,29745.65195541968,94335.93749999999,98632.81249999999,(-0.03204616159200668-0.04751509055495262j),1.0169652,(0.3072274625301361-0.025242097675800323j),-0.0753417,0.07955692,883918,16APSK,-6
-0.0074729742,7.7163405,7.7238135,0.89533365,0.44346184,0.4799814820289612,-0.17020178,3.0967467,6.267681,516.1932,37543.555,98203.67,0.4438435,0.5030558,0.06006399439218828,39867.32565195385,31094.86740656149,93164.06249999999,98046.87499999999,(0.05534769222140312+0.054812632501125336j),0.99828076,(-0.001920417184010148+0.07305075228214264j),-0.15137005,0.5325714,893527,16APSK,0
0.0012087065,8.691691,8.690483,0.88611805,0.4637598,0.4683503210544586,-0.29094434,3.4456887,6.2779627,370.4912,49133.113,99987.11,0.4636953,-0.1488555,-0.012137621994140558,44606.4086146101,31103.162672015864,94335.93749999999,98828.12499999999,(-0.016989927738904953-0.008882996626198292j),1.0002784,(0.25582194328308105-0.019801655784249306j),-0.08078563,0.32070228,890413,16APSK,-2
0.11874294,5.35925,5.240507,0.9461133,0.36412707,-0.13138629496097565,-0.74255776,2.697403,6.2727165,71.65431,9897.7295,84092.414,0.35918304,0.06663388,-0.016154781714362704,9741.743585636495,14939.30547761622,40039.06249999999,13085.937499999998,(0.02889121137559414-0.008563250303268433j),1.0277188,(-0.18195761740207672-0.20141734182834625j),-0.58427775,0.9803135,956281,16APSK,30
